review_text,age_range
"it's a 1 star, but keeps going to 2. I tried this on for one day, for some reason my lips have never been so dry and the ends ripped! what kind of a balm is this?! I never write reviews but this one was a must.",1
"It's a cool little thing. It has an app that ""custom designs"" your skincare routine. It just sets the device to vibrate for 10 seconds 5x (total of 50 seconds washing your face). \nIt's not super special. I wouldn't buy it again.",4
"It's actually amazing, I've tried a lot of lip masks and they're usually sooo goopy, but this is the perfect amount of goop to thinness ratio that it doesn't feel awful on your lips. It makes your lips feel sooo smooth as well.",1
"It's a decent moisturizer but I hate jars - especially this one which is extra plastic.  If it was in a tube or pump, it would have a slight chance that I would buy again, but it's not so one and done.",2
"It's a decent oil for precleansing and taking off makeup. The thick consistency melts down when applied to dry skin and spreads fairly easily. While it does remove makeup and grime really well and hasn't caused any breakouts on my come skin, I don't see myself repurposing. I use other products from this line that are great but this Squalane Cleanser doesn't add much and is mediocre compared to others out there.",2
"it's a good set but the minis are indeed MINI. like I cannot describe how mini. I wanted to use this for Xmas gifts and will probably use them as stocking stuffers. if i had paid 42$ I would return it but I got it for 25$ today, so might as well keep it and give it to family during the Holidays. disclaimer: obviously its for gifts so I haven't actually tried the products. this is more of a review for size x money",0
"It's alright. Nothing to get excited about. Champagne pop performs, it's a tiny sample but it's ok. I find the primer sensitizing probably because of the fragrance but again it's alright. I hate the powder. It's patchy, it pills, and has no refreshing effect. I hated it every time I used it.",2
It's a nice set for clearance/sale price but I would not purchase for retail. I'm not sure if these are somewhat old or its just the formula but they are a bit thick & sticky. Not a deal breaker though. I really love the shades & that they are opaque. It's much like lipstick & gloss in one. Overall pretty pleased with my purchase,3
It's an ideal situation when you can combine skincare with makeup. This product is incredible. I mix 1 pump of this with my Origins tinted SPF in my hands and apply it like a moisturizer. So easy and applies flawlessly. There isn't 1 person on the daily who doesn't tell me I look tanned and glowing. Definitely an amazing product. This is a must for anyone wanting to take care of their skin and wanting a natural sunkissed look at the same time.,4
"It's a really fun color and I love mattes. I only had to add one application half way through the day and that's because of lunch. Maybe I'm being too picky, but the transfer was the only thing that bothered me.",0
"It's a very creamy concealer. Its medium coverage. It can look a bit cakey if you apply too much, I would suggest use it sparingly since it is a bit thick and add as needed. I notice when I use my fingers it looked the best. I like how it has a natural finish. Easy to apply and blend out. Didnt notice any creasing around the eyes.",1
"It’s a very moisturizing cream, and leaves my skin baby soft when I wake up in the morning. The scent is good, there was an adjustment period as I was getting used to the thickness of the cream and adjusting the rest of my regimen to compensate.\n\nOverall, I like it. The packaging is a bit annoying, the product keeps leaking out after you take what you need and ends up smooshed all over the inside of the cap. So I have knocked one star off for that.",2
"It says there are only 6 things that make up this essence, and if that's the case, I wish it wasn't so expensive!!  A little goes a long way, but this stuff is like magic. it takes redness away and any kind of breakout I have, I will take a Qtip and put it on the blemish and within a couple days, it goes down. I love this stuff. If you live near a sephora I guess you can go in and get a sample and try it out for yourself. This is really worth trying if you have skin issues.",2
"It's been about 4 weeks now that I have been using this product and I have to say that I am not dissatisfied with this product. This is my first essences and I am glad that I have chosen fresh essence because it provided an internal glow after the first few days of usage. My skin was pretty dull but this overall enhance my serums and now my skin never has looked any better.  I feel like this product will last such a long time because I do not use cotton pads for application. I just pure 5 to 6 drops in my hands, rub them together and gently pat my face, under eye region and my neck. Only down fall is that it does have a citrus scent so for those who skin is sensitive to fragrance, this may not be a good choice.",4
"It's been less than a week using this product and I can't remember my face ever looking better. My skin is very sensitive with mild rosecea, and retinol is either too irritating for it, or can only be used in very small almost useless doses. But after just a few days of daily use, my skin is smooth, plump, and clear, and even the redness of my rosecea is calmed (which no product in three decades has EVER done for me). I was skeptical of trying Bakuchiol at first since it's a newer buzzy find, and this particular serum is cream colored while the plant which the oil is derived from is purple, but the noticable are results blew me away. A must-have for sensitive skins avoiding retinol and the lowest priced product I've found.",4
"Its cleanser very good, but this moisturizer, it didn't do much for my skin. I think it did help, but not to the point where I noticed it (that's why I said ""I think""). It did make certain part of my face itchy after a few usage and I think I did break out a tiny bit. Don't use it if you have very dried skin and very, very, very dried skin (my skin is so sensitive that I can't use cetaphil. Its not that it breaks me out, but it burns me aftrr 3 days of usage).",0
It's crazy how different products can affect the skin differently. I got a small travel size of this mask with some other rose Lancome products. The hydrating rose toner did made my skin burn.  I was reluctant to use the jelly mask. But one day my skin was flaking so bad and none of my moisturizers were helping. The moment I used this mask my skin was so hydrated!  I couldn't believe it. No irritation either.  This product has become a staple for me.,2
"It's definitely a hefty price tag, but I love this product!  It smells heavenly, and it really does work.  My skin feels really soft, and it glows after I use this.  I wondered how different it would be from using a good exfoliator/scrub and an acid lotion/toner, but there is definitely a difference.  Highly recommend!",2
"it's fine if you like peeling and PILLING. I wore it to bed and, in the morning, applied my SPF as usual. just NO. chunky bits came off on my hands as I tried to rub it in. it's like the moisturizer had not absorbed from the night before. I was annoyed. had to wash my face and start anew.",1
"It's good for normal to dry skin. It does not accentuate dry patches. It has thinner consistency compare to Tarte Shape Tape so it doesn't cakeup as you build up the coverage. However, it settles in my undereye lines if I wait too long to set it.",4
"It's just okay.\nI Will say the packaging is great. and better than most ABH palettes out there.\nThe Pigments could be better for almost $40 +Tax Canadian. \nI am going to use this again and keep it but I will say that my first impression was ""Okay it just a more convenient palette""\nI will say that I feel like I have to pair this with another Palette in order to get a look I like.",4
It's literally water consistency so it's very hard to use. You have to cup your hand to pour some on your hand and then almost splash your face. The formula will make your eyes burn and doesnt always get your eye make up off; you have to really rub. Because the formula is like water you have to use quite a bit of it to get all your make up off.,1
It smells just like popcorn! \nSo if you don't mind smelling like you have been sitting in a movie theater all night you might like it. :) \nI will stick to Bum Bum Cream Great smell feels great on your skin!,3
"it smells like a multivitamin for your skin and works like one too ! this product brightens, evens and hydrates my skin thru the night and I wake up glowing :) the best part is it's not oily at all and doesn't run off on my pillow while sleeping. holds true to the skin all through the night. this is giving me life !",4
"It smells lovely, but either I didn't chose the correct color for my skintone or it just doesn't show up on the skin.  It goes on easily, but disappears quite quickly.  It's thick and I can feel it on my skin, but it's not sticky and doesn't get on my clothes.  I was hoping for a sparkle or even a sheer tint, but I didn't get it.",3
"it smells nice, feels nice, and moisturizes.. but other than that, it doesn't do much else. I've been using it for a few months and I've finished the bottle now. for $50 I expected more. there is no difference to my eyes. will not be repurchasing",0
"It's my favourite and the best cream blush. Yes minimum colour range. 20 yrs ago had many colours but now down to 3 colours . I have all 3. Well stila please don't discontinue this. Although I've tried many brand always come back to stila cream blush. It is the best lush with easy application and blendable with fingers or sponge. Avery little goes long way. Just with some moisturiser , tint, sunscreen or foundation underneath . Pretty lasting too. Fantastic for mature skin too . All wheathers too. Minus 1 star for less colors. That's fantastic product",3
"It's ok....smears my makeup around more than anything, but it does technically remove makeup. If you wash your face after you use it, it'll remove the residue of smeared makeup. It's not greasy though which I like.",4
"It's one of the best out there and I've tried many. My favorite pen tip - gives me superior control over my wings which because of my wrinkles is getting to be challenging getting ""just right"". It's very very black which is good, ink flow is good (which is an issue I had with others before causing me to go back over and over strokes ugh). It's water-resistant on me but absolutely nothing is tear-proof with my one watery eye lol arghhh. Now.....we need more colors! I would like to see: a nice grey, a chocolate brown, and a beautiful hazel green. I would buy them all up! :)",1
"it's only been 2 weeks, and I took the time to take a picture before using it and after...and I'm innn loovvee! \nthere's a huge difference with my dark circle and it's so moisturize the next morning. \nNo more pufiness in the morning also.",1
"It sounds like several of the the negative reviews had expectations that this is supposed work like a serum. But the thing is: this is a filler, and much like pore-minimizing primers, the product fills in the fine line to make them APPEAR reduced. The ingredient that makes the tingling sensation is like lip plumping gloss - it intentionally sets off a little inflammation, which causes a tiny bit of swelling of the tissue, which stretches out the line (temporarily). The swelling isn't going to last long, so that's where the filler property comes in. Once you cleanse, the effect is removed. Also, just target specific lines or small areas and pat this into it; don't smear it all over your face to treat All The Lines, otherwise you'll be wasting most of this expensive product. I found it did minimize my crows feet & forehead lines - I use it under makeup. Just don't expect long-term improvement in lines and wrinkles.\n\nDocked a star due to the very steep price - it works well enough for what it is, but there are good drugstore fillers that achieve the same result.",3
It's overall a good oil. I use this when my skin is a bit dry from the products I use for acne. my only complaint is that the smell never goes away. I put 3 drops into my moisturizer and follow up with sunscreen and makeup. I can literally smell this throughout the day on my face until I wash it off.,4
"It's pretty but I dont think I'll repurchase, not worth the price for the amount of product. I know I can find something similar for half the price but if you have the extra money I do recommend it. The color is flattering, although more shimmery in person. I don't find the scent to be strong like others are saying.",4
"It's pretty, but I reach for other blushes more. It's quite pigmented so I have to use a soft hand, but I love that I can choose between a matte or a luminous blush look. The packaging is super cute, like a fancy bar of soap, but not necessarily a must-have",0
"It's rare that dark lipsticks are fully opaque in one swipe but Fenty nailed this formula. Underdawg is a gorgeous, deep maroon. This shade looks amazing with just sharp eyeliner and wispy lashes. PLEASE make this shade permanent! It's sold out everywhere and I can see myself going through it quickly.",0
"It's really good for lengthening as other reviews have said and yes, it does make your lashes stick a bit and flake. But I find that it flakes less if you use eyelash primer first. I still like it overall. I like it more than Tarte's lights camera lashes mascara, which doesn't make my lashes look as full as the NARS climax does.",4
"It's silky. It's not greasy, or sticky or goopy.  It feels similar to a silicone primer without the clogging of the pores. Perfect for under makeup wear. Made my skin look really nice. For those of us who wear makeup everyday, who are eternally searching for the perfect moisturizer that won't break apart our makeup and doesn't take minutes to dry. This is it!",4
Its so beautiful! However，the packaging is too inconvenient. It is hard to pick up products since the pores are small，when it arrived，the shadows stucked in the pores so I cannot pick up products lol so sad. I strong recommend to buy this one instore instead of online because the shipping would mess the powder make it congests im the pores. But，the product itself is beautiful and so glittery！,4
"It's so hard to find colors like this that work well on dark skin--you think it's going to look ashy until you swipe it on your cheekbones á la Rihanna and then....OH.EM.GEE. I literally went crazy in the group chat afterwards! My favorite look is Scandal'ice as a highlighter and over my lids, and Subzero in the outer corner of my lids. For a warmer look I love Heartburn topped with Coppin Ice. It's all super flattering and a nice break from regular golden highlighters; you really can't go wrong with this!",4
"It's so overlooked every time I go to Sephora. So unassuming and tucked away. But when you ask an associate about it, its holy grail. It has a thicker consistency and takes a few seconds longer to soak in , but the benefits far outweigh what it does. It leaves soon feeling so soft and plump. It literally preps my skin for what's next on my regimen. This has definetly upped my skin regimen. I would invest in the bigger bottle next time. I'm only 1/4 of the bottle down. You only need a little. Apply.directly into palm and patty directly onto skin. Do not use a cotton ball, you're just wasting valuable product!\n\nHighly recommend like my life depended on it.",1
"Its so small but it worth for the price. You know sometime if you didnt use the contour in right way, your face really looks so dirty. But this product, i have to say its the best contour, you dont need worry about the color, it looks so natural. I love this contour.....",1
"it's such a great and moisturizing mask! i have oily skin and i sometimes use this at night as a moisturizer and in the morning my skin is so smooth and glowing!\nBUT I'm giving this a four star because the both sizes used to be bigger with the same price. now, the small is 30ml when it used to be 50ml before. I love this product but that's really upsetting",0
"Its the cheapest way to get the free shipping rates at 50$+, as an Insider, when there's couple dollars missing. I dont recommend this product or any other strips. Just avoid theses. Its only an ""on the go"" that you can easily carry with you everyday, everywhere, anywhere or in your pocket and use it once in a while...",1
it's the same as the regular mineral veil. I went in store and compared the two. I'm not sure what the other commenters are talking about. the container is beautiful and if you use mineral veil then grab this!,4
"It's way too glittery and there's so much fallout! I thought the shimmer would be subtle, that the glitter particles would be micro. But it's super glittery and gritty. It's not a terrible product, but it's extremely overpriced for a quad palette of decent, overly glitzy, less-than-stellar shadows.",4
"It takes a lot to impress me with skincare, and this set did not disappoint! cleanser works great and smells great, face cream is moisturizing while still feeling light, and the eye cream really does brighten. The value of this set is amazing as well!",1
"It took me some adjusting as I'm new to anything other than powder makeup, but as soon as I got the hang of, I FELL IN LOVE! it's really creamy and doesn't feel super heavy on the skin. I have pretty oily skin and it does show through a bit but I found using a similar colored eyeshadow to ""set"" it helps a little. I've already abused mine quite a lot and will probably continue to purchase this as I run out it.",4
it was OKAY. \nit didnt give me that super clean feeling after using a toner.\nit didnt do much for my acne or oily skin either \nmaybe just wasnt working for me..\nand the stuff in the solution itself did get pretty annoying after awhile.,4
"It was way too tacky for me. The primer smeared as I tried to apply my foundation, causing terrible blotches. It the last time I try smashbox. I just haven't been a fan of the three products I've bought by smashbox.",1
"It worked ok when I first bought it, but after a week it started drying and making it difficult to put on extra coats. I have had it for about a month now and it's starting to flake plus it clumps my eyelashes. I haven't seen any growth or improvement in my lashes. I prefer Laura Mercier caviar or Pat McGrath's mascaras.",3
"It works, but it's just eh. don't get me wrong, I do like it! its completely scentless, is thick and lathers nicely. it gets the job done but it's pretty plain. I have sensitive skin but I'm prone to acne. this product was definitely good for sensitive skin but did nothing for my acne. they do have a different cleanser that I really love, but I dont think I'll ever buy this one again.",0
"it works great, after about a week and a half where I had extra dry patches on my skin while it was getting used to the retinol my skin is now glowy and almost completely acne free. This has been the only change in my skincare regime in around two months so it's safe to say that the retinol is probably doing its job.",0
"It Works!!\nSo far this product is great on my skin. After just one day my skin was already brighter, felt softer and my skin tone was more even. Also helped decrease size of new pimples I had on my face. I've been using it for 5 days straight and comparing day 1 to day 5 my skin looks undeniably brighter and healthier! If it gets rid of all my dark marks I will definitely give it 5 stars!5",1
it works SO WELL. my pores feel so clean and my skin look much better after using! the best part - this mask does not hurt. every clay mask I've ever used (both high end and drugstore brands) has made my skin hurt. this mask is super gentle and instead feels like a nice cooling effect as it dries. plus it's less than 20 dollars! I've heard hype about this product and innisfree in general for years. I totally get it now.,4
"It works very well when you stick them in the freezer. \n\nLike other reviewers said, they don't stay on your eyes very well, so you have to hold them. I used an loose eye mask that has extra space for the eye area to keep them on so I don't have to hold them.\n\nThese are most likely not going to fit onto your eye grooves like how you want, but besides that it chills your eyes nicely.",4
"I typically do not leave reviews. However no matter how great this product is, the packaging is terrible! lid cracked open and 70% of the product leaked out into my travel bag. It was packed delicately how I would normally pack my skincare. Disappointed for the price.",1
"I typically do not wear concealer since I don't have dark circles. I do like the idea for brightening, but a lot of concealers leave my under eye area looking dry, not so with the Ilia True Skin Serum Concealer. I love this product. I have been using it for about a month and love the lightweight moisture it provides, and I only need a small amount to make my eyes really brighten up and look fresh all day. I do not set with powder, but do gently tap in a few small dots with my ring finger under my eye and on my lid and blot in with a slightly damp beauty blender. I also use this to cover a little redness on my cheeks before my foundation application. The coverage is amazing and it lasts all day through sweat, heat, and humidity and looks as good as when I put it in 13 hours later! I will buy this product and highly recommend. This works great on mature skin, does not settle into fine lines and is not drying. received this product complimentary"" from Influenster for testing purposes.",3
"I typically don't use a primer, but with the weather being so hot lately I needed my face makeup to stay on without breaking up by the end of the day. I'm so happy to see a primer that doesn't have any silicones to clog pores. it has a lot of great ingredients and smells amazing. I would definitely recommend trying this out over the more silicone heavy primers. I received this product from influenster complimentary for testing purposes.",3
"I typically love Bite products. However, this smells nasty, and lingers under your nose. Moreover, the consistency is thin, and a bit dull for a gloss (or maybe I tried too desperately to apply the bare minimum to avoid the stench). I'm not even sensitive to smell and can typically weather anything, it's just nauseating.",0
"I typically wear tinted moisturizer w/ SPF every day. I've been searching for a light, moisturizing foundation I could wear at night or on days when I don't need SPF. I'm 52, my skin is fairly even in tone but tends to be dry",3
"I use all of these brushes everyday as my first choice. The amount of brushes you get for the price is pretty great. I love all the face brushes especially the contour brush that I use for blush, the foundation brush, and the powder brush. Great complexion set.",0
"I used (and loved!) the old formula for years - I'm not happy with the new version. This does not make my skin look dewy and beautiful - instead I end up looking dry and patchy. Really disappointed that I can't get the old formula anymore, guess I need to start looking for a new product.",1
"I used a trial size of this a year ago but I was trying so many different things I couldn't tell which one was working (I had just turned into a skincare junkie) but I got another one from the reward bazaar amd ordered the Dr Dennis Gross retinol eye serum and O M G. NOTHING has made the crepiness under my eyes go away until I started using both of these products, I honestly cant believe I finally found something that works. These 2 eye products will forever be in my skincare routine.",4
"I used Diorshow mascara for years and loved it, but once the formula changed, it began to flake and it no longer conditioned as it did before. I tried Lancome Hypnose mascara and it was ok but had to find an alternative when it was out of stock. This mascara is GREAT! It really reminds me of Diorshow mascara before the ""improved"" forlumation. If you want long, fanned out slightly curled conditioned lashes, try this!",3
I used Naked Skin foundation for over 3 years. Loved it. This one is nothing like it (except for the colour match). The consistency is much thicker. It didn’t blend well with UD brush. Caused breakouts (first time in years) and dry patches. This is the first product I ever returned. Now I have to find a new foundation.,2
"I used these for a week on and off while traveling. They made zero difference. Don't waste your money. The Peter Thomas Roth eye patches or the Dr. Dennis Gross eye serum work wonders for brightening and hydrating. Invest in those, not this crap.",1
I used the shade Big  Apple and I love it.  it goes on like a liquid lipstick but dries down like a creme lipstick.  Red orange is one of my fave colors but i would say it pulls more red.  Its so comfortable and can't wait to wear it out. I received this product as a free sample for complimentary for testing purposes.,4
"I used this as my holy grail mascara for about 3-4 years. I have naturally thick lashes, and this does a great job of really making an impact. At first I loved the wetter formula, because it made it so that the formula got on all of the lashes with ease. I don't think it clumps too bad at all, but there is a lot of product that is stored in the wand.\n\nHowever recently, I've noticed that this mascara is starting to get messy. It's impossible to wear on the bottom lashes unless you use a very small amount and set your under eye concealer really well. Every time I travel the mascara smears- even after it's dried down (from me sleeping on the plane). I do love the effect it gives but it seems to be a bit more messy than it's worth, and after a full day with it on more and more often I'm coming home to dark smudges on my under eye which is annoying. I hadn't noticed it being this messy before- but I also don't usually powder my under eyes because I have dry skin.\n\n I am now going to scout out some more mascaras. Overall I'd recommend it for a more dramatic look- and if you powder and are careful not to touch or rub your eyes at all, it should be good.",3
I used this because I was forming tiny bumps underneath my eye including miliea. I used it once at night. The day after when I woke up all my milea fell off. I cannot even explain how happy I am! I got a travel size but will certainly get a full size too.,1
"I used this before bed and it left my face silky soft but not feeling moisturized so I figured it would be an excellent day cream/serum as seemed to feel like the perfect primer. However, it was so drying for my skin, my foundation went clumpy and wouldn't blend. One thing to say is that it would have been perfect to go make-up free with as it leaves your skin matt and velvety.",2
"I used this eye cream for a few years and loved it.  This time around, not so much.  I am wondering if they made some changes in the ingredients.  It just doesn't seem to be working the way it used to.  Had to return.",3
"I used this for about 6 months and it did seem to help with my acne but I did notice some film on my face especially when wiping off with a wash cloth. This was my second cleanse at night and only used at night since it seemed too harsh for the mornings. My biggest complaint is with the packaging since it's a pump that is sucks out of a plastic bag. When you get to the end and there's no air, it's impossible to get the remaining product out and I feel like I'm wasting a lot of product. This is pretty disappointing considering it's not a drugstore cleanser and means I won't be repurchasing.",0
"I used this for three nights: After the first I saw no difference; after the second my skin seemed dryer, tighter and more wrinkled; the third newer skin was showing, less wrinkled but it stung around my eyes for the whole day - no matter what I put on it (water, lotion, sunscreen, makeup).  Had to return - if you have thicker/younger skin maybe it will work for you but my 50 yr. old skin which isn't usually sensitive couldn't tolerate the acid burn.",2
"i used this foundation in addition to the self refreshing concealer. i do have super dry skin and was worried that it would make my fine lines or dry patches more obvious. i couldnt be more wrong! it was hydrating,  smooth,  did not clog my pores,  break me out,  or further dry Me out. it lasted all day long and looked natural as well. it blended so good and had a very natural medium coverage, which built in my trouble areas to a full coverage very easily. it has replaced my Fenty as my go to foundation.",2
"I used this product on myself (dry, sensitive, acne prone skin) and my boyfriend (normal/dry skin).\nThis product did nothing for us except dry both of our skin out and caused some redness for both of us (we are easily prone to redness). I tried multiple times alone and atop other night creams and each time was the same result. It is so light weight it doesn't have much to offer, and it has quite a bit of fragrance in it.\nThe ingredients are not good either, I do not recommend this product to anyone. The lavender version of this is no different either. \nIf you are keen on using this, get a sample first before buying.",4
"I used this product three nights in a row to make sure I wasn't writing it off too quickly. Nope, each time I used it within my K-Beauty routine (which adds tons of hydration to your face) it made my under eyes extremely itchy and sensitive. I would not recommend this product, especially for the price.",0
"I used this serum religiously morning and night until the entire bottle was used up. I can honestly say it does nothing more than any decent moisturizer can do for a lot less money.  I am a middle-aged woman with good skin and I want to do what I can to keep it that way, so I was curious about what this could do. On a side note, research suggests there is no clinical evidence that vitamin c applied to the skin does anything at all, and may actually irritate some sensitive complexions. It is when we ingest vitamin c in fruits and vegetables that it is good for our skin.  Anyway, if you can afford to blow almost 100 bucks to experiment with this, be my guest.",4
I used this the day of my wedding and my face was glowing and soft and my makeup went on beautifully according to my makeup artists. But I used the left over serum for almost a week after and my skin was so good. I am repurchasing again and giving for Christmas gifts. Thank you LA MER!,2
"I used to be a doe hard natasha denona eyeshadow lover, but melts are eve  better. i sat on buying this palette for so long because I thought the greens in this palette wouldn't work with my green eyes and I was so wrong it makes my green eyes so bright. I LOVE this palette I canta stop reaching for it over Pat McGrath, ND, and every other brand in my collection. buy it you wont regret it",4
"I used to have dark spots I called my freckles on my forehead and within a year they've fully disappeared! The texture of my skin has also visibly improved. You're probably not supposed to use it every night, especially in the beginning but I find a little goes a long way and my skin loves it.",4
"I used to have severe eczema on my hands before using this product. After using it, I no longer had to use my prescribed steroid cream. It's amazing stuff! They also have an amazing line of kids products!",2
"I used to love this mist!  But I believe the company recently reformulated and it's not as good as the original mist. They also reduced the size from 200ml to 80ml, yet the price remained $35.  Hard Pass",0
"I used to love this product, but the reformulation ruined it for me. Before they changed it I’d gone through 4-5 jars of the stuff! It was really moisturizing, but not too much for my oily skin or daytime. The new one has a less luxurious smell, less moisturizing and I think the packaging is cheaper looking. It also feels like more of a thinner gel consistency than the old one. Time to look for a new favorite moisturizer...",0
"I used to really like this mascara but this last tube I purchased smudges worse than any mascara I've ever tried. I get ""racoon eyes: in about 4 hours! It's very embarrassing. I'm not using anything new, and I don't use eye cream in the daytime.  I can't imagine why this is suddenly such a mess.",3
I used to really struggle with dry and chapped lips especially in the winter. But since using this lip sleeping mask I haven't had dry lips in over a year. In comparison to the bite Beauty Agave overnight treatment It's way more lightweight and comfortable on the lips. The smell is delicious especially the vanilla one and it just feels so hydrating and moisturizing. While I was waiting in the mail for my new lip sleeping mask I didn't use it for 2 days and I could tell the difference in my lips. This is definitely a must-have product for me and I highly recommend.,1
"I used to use Hourglass's brow sculpting pencil until I ran out and Sephora didn't have my color in stock that day.  So, I tried the brow definer by Anastasia. I have been loyal to it ever since. First of all, it's far less expensive than the pencil by Hourglass and it actually gives a better result! I used to have decent brows but as I have gotten older they have thinned considerably. I find I can create a good shape and fill them in really well with this pencil, without it looking painted on.  I get compliments all the time now on my brows which has never happened before. Highly recommend this product.",3
I used up the whole bottle and saw no difference. I take probiotics every day and the ones that I bought at the health food store do way more for my gut and skin than these ones did. I received this for free in exchange for an unbiased review.,1
"I use it, but I don't see much of a difference. I typically use it when I add too much pigmented powder (blush, bronzer, highlight) and it dulls those things nicely, but I don't like it for an undereye setting powder",0
"I use sunscreen daily and love~ trying out new ones. I tried at least 20 different sunscreens (in both high end and low end prices, including dior snow, superfluid from Kiel, Clarins, Elta-MD, dr. jart, dr. Oracle, to multiple Neutrogena brands, sun powder, sun stick, spray, and more). so far, this is one of my favorites. It absorbed quickly with dry finish (but not matte), no white residue, does not peel off with makeup, and well suited for my combination skin. I am willing to buy again after I finish my first tube. And of course I check ingredients as well.  this one is good/I consider it safe in current standards.",1
I use the primer after serum and moisturizer...lay a layer on ur problem areas or areas u want to diffuse...let it dry..takes about 5 min....if ur in a hurry put on a light layer of setting powder.....apply the rest of ur face...I am a light skinned Mexican female w/crepy smile lines and furrowed brow lines...it works pretty well in these areas..no complaints!! help the rest of the face paint come together and looks smooth...would buy it again...,4
"I use the Rainforest of the Sea foundation for special occasions, but wanted a lightweight one with sunscreen for daily use. despite not seeming to have many shades, the tarte shade selector picked light for me and it works perfectly. It's buildable with a more matte than natural finish and is long-wearing.",1
"I use these prior to applying masks as a way to prime my skin, and I absolutely love them. I have noticed that my products seem to work better and my skin is much more on point after adding these to my skin care routine.",2
"I use this about once a week. It helps even skin texture and remove dead skin build up. I find that I do have to use a light scrub with it to really get all the dead skin cells off. The payoff is amazing, you'll see all the dead skin ball up on your face to be washed away. One bottle lasts a while too so it's absolutely worth it.",4
"I use this and the other shades everyday for my lips. I love that this gives me a hint of color and keeps my lips soft. Won't stay through a meal or even through a whole cup of coffee, but it's a lip balm not a liquid lipstick. Would still reccomend this!",2
"I use this as a contour. While the color is very lovely and accentuates my face well, I'm not a big fan of how much it can smudge and rub off even after setting it. I would hope that for other skin types, it does not do that, so I might recommend it for someone that has less oily skin.",4
"I use this as an eyeliner. I'm not crazy lol hear me out. I use it on the water line. It's perfect, it's super dark &  stays on for a long time. I've had a hard time finding an eyeliner that last on the water line, they usually fade or end up all around the tear duct.  Since this is a glue it dries and stays on. I'm obviously careful not to get any in my eye (I have gotten it in my eyes and it wasn't  a big deal). I even use it on top of my eye on top of my eye liner to sort of ""seal"" the liner and no smudging at all. I can have a whole night out and at the end of the night my eyeshadow might have faded but the eyeliner is intact. One product, different uses. YES.",4
"I use this as a second cleanse following the GENIUS melting cleanser. The results are great. My skin feels clean, but not stripped.  I follow up with the Algenist toner, which I alternate with an AHA toner from another brand. I follow with different Algenist serums, and I love the way my skin is starting to look. The brand is expensive, no doubt. But it beats the more costly Perricone hands down. I think it's safe to say that this is my favorite skin care line and I will continue to use it despite the price!",4
"I use this as a serum and I must say. This skincare line by Dr.Jart has change the way my skin feels and look! this product has a very watery consistence, and a little bit goes a long way. I used to have flakey patches around my chin and cheeks. after using this serum, those flakey patch has heal. this is my holy grail skin care product!",0
I use this as a shadow rather than a topper. it blends great and gives a nice undereye accent too. If you put this too thick it does the whole wrinkle look but I put it on in a thin layer and it stayed smooth and stayed put all day. Dream is a sparkly light brown bronze on me. Does not irritate my eyes. Part of the Favorites Next Big Thing kit also.,3
"I use this as both a foundation and a concealer.  A little goes a long way - so you only need a tiny amount to give full coverage over the entire face.  The reason I gave it four stars instead of five, is because it does show some texture on skin that is not already smooth.",3
"I use this as my go to lip stain. As an 'older than you' Sephora groupie, I need to make my lips look bigger (no injections or other implements here). This works really well alone or layered with a gloss. An everyday must. Doesn't smell, sting, or wear off.",3
I use this brush for applying my Tatcha Rice Enzyme cleanser.  It is the perfect application for that.  Unfortunately these brushes aren't meant to be exposed to so much water and the bristles fall out.  I do what I can to limit water damage by laying it flat to dry but it is exposed to a lot of water.  Hey Sephora if you're listening how about a waterproof fan brush?,3
I use this brush with tarte foundcealer foundation and I absolutely love it! It's not too big and not too small and you can swirl or stipple to get the coverage you want. The brushes are soft and dense. Perfect!,4
I use this everyday to outline my lips to keep my lipstick from feathering.  It’s simple and invisible and really works.  I’m sad that my local stores no longer carry this but at least it can still be ordered online.,3
I use this every morning before make up. love the consistency and it is very hydrating. I appreciate that it's a clean product. I'll be honest that I'm not sure it's done anything for fine lines but I like the product overall due to the hydration it provides and it's good under make up.,2
"I use this every time I apply make up. it brings so much life to the face. it is really natural looking and I prefer it over a lot of highlighters. I use it on nose apple of cheeks, under my eyes and on my forehead",4
"I use this in Bamboo, and it is the best lipliner I have found.  For me it is a MLBB shade, and I can wear this alone with lip balm over it, and it looks great.  No fragrance and no irritation. My skin is light and neutral.  I keep buying this again and again.",3
I use this mask whenever I have breakouts and it shrinks my pimples almost flat in the 30-45 minutes I keep it on. I also use it as a spot treatment at night. The best face mask I've tried and I feel like I've tried everything,0
"I use this moisturizer and also bought some for my daughter, who has sensitive skin and we both love it.  It's very soothing to sensitive skin and has a light rose scent.  It absorbs quickly and leaves skin feeling fresh and hydrated.  I hope the company continues to make this one - it's become a ""staple"" of our skin care routine.",3
"I use this Squalane Cleanser as the first part of my double cleanse. I don't wear makeup, but I do feel like I have a build up of oil and grime/sweat from the day on my face. I love how this product makes my skin feel clean and hydrated. I follow up with a SA cleanser and it is just the perfect one two punch. After cleansing my face feels super clean and ready to absorb my serums.",0
I use this stuff followed by First Aid Beauty Ultra Repair Firm Sleeping cream every night.  My skin looks incredible the next morning with no makeup.  I highly recommend adding to your anti-aging skin care routine.,4
I use this thicker cream as a moisturizer at night and wake up with my skin a perfect balance -- not dry and not greasy. It smells good like the other Cicapair products too. I received this product for free/complimentary for testing purposes.,0
